Iteration;bike;car;car_passenger;pt;walk
103;377646;6539215;575064;669374;370101
104;376708;6377962;569300;654521;366701
105;377480;6465477;574175;666949;368928
106;376925;6565436;574268;666851;370293
107;376522;6491888;571232;659857;368116
108;376401;6518774;570897;654453;367421
109;377294;6499921;573405;664738;368956
110;377167;6482154;570668;663208;368696
111;376634;6520410;572476;659821;368264
112;376734;6473878;573641;665244;368539
113;376695;6392631;569021;658711;366711
114;377216;6505377;573471;665825;369216
115;376559;6489469;572205;662068;368381
116;376743;6523773;572844;655636;366933
117;375958;6443425;572680;650717;366273
118;377316;6525235;572323;664778;369403
119;377157;6498918;571444;660542;367879
120;377108;6513526;571897;659312;367718
121;376936;6468408;571946;659453;368061
122;376578;6457393;574051;664734;368745
123;376618;6468963;571183;658415;367377
124;376827;6458916;569524;657021;367710
125;376330;6541337;572878;659379;368238
126;377333;6435030;572359;661086;368176
127;376722;6101093;575433;659902;365815
128;377050;6423132;572724;661802;368021
129;377428;6471836;571461;667280;369320
130;376900;6507652;572675;660824;368518
131;376271;6518496;573552;648882;367239
132;376506;6484274;572094;657094;367294
133;376814;6511004;572817;657882;367798
134;377027;6479672;570978;658298;367479
135;377256;6421644;570191;659989;367178
136;377151;6500317;572779;665151;369210
137;376194;6456374;570211;650555;366611
138;376279;6491648;572135;649306;366123
139;376803;6463966;571086;660728;367889
140;377391;6467480;569429;668008;369736
141;376818;6482351;570217;662230;368275
142;377409;6451854;569144;663695;368386
143;377087;6486374;571244;664698;368388
144;375694;6353850;567314;646919;364689
145;376689;6466052;569833;655579;367444
146;376729;6357932;571978;651981;365888
147;377136;6334614;569360;661158;367298
148;376623;6523070;571233;658488;368231
149;376864;6472497;572184;653032;367258
150;377508;6505807;572909;666183;368998
151;376928;6479309;569884;663411;368812
152;377157;6532144;572676;660216;368643
153;376690;6397325;569515;659814;366786
154;376437;6486268;571002;650642;366099
155;376461;6468184;570066;662226;368200
156;376285;6456611;569628;656969;367404
157;376252;6385880;569452;652149;365673
158;377097;6405221;570436;662833;367393
159;377013;6532998;571297;664803;369302
160;377058;6485242;572387;657280;367834
161;377461;6523622;571930;666471;369130
162;377171;6437590;570206;662799;368413
163;377191;6565900;573895;666194;369267
164;376037;6460526;569729;658418;367193
165;376296;6452063;567887;653715;366571
166;377595;6464037;568207;663904;368841
167;376916;6493211;570958;663334;368630
168;377343;6477723;570167;665007;369460
169;376407;6508099;569452;657179;367898
170;376867;6458322;569586;661162;367629
171;377500;6444506;571172;662576;368577
172;376371;6362220;571405;659270;367423
173;377355;6396644;569481;664451;368390
174;377204;6433567;569003;662892;367735
175;376295;6500827;571060;652990;366982
176;376939;6490742;571038;660712;368804
177;376833;6458292;569505;660114;367288
178;377007;6510217;571969;659788;368191
179;377214;6531839;571735;664497;369196
180;376968;6436321;571118;659588;367142
181;377248;6559501;567908;665698;370026
182;377391;6561518;568011;666966;370307
183;377299;6558811;567818;667248;370277
184;377379;6555466;568071;667961;370397
185;377334;6526100;567861;668209;370355
186;377329;6557376;568347;667680;370550
187;377261;6557684;568051;667094;370566
188;377208;6555921;567909;666969;370422
189;377133;6527933;567798;667007;370413
190;377192;6509205;567599;666620;369965
191;377237;6520500;567725;666612;370068
192;377145;6521061;567456;666560;369924
193;377282;6539927;567683;666415;370128
194;377165;6533523;567721;666731;370131
195;377181;6532042;567823;666540;370266
196;377250;6538872;567869;666460;370069
197;377156;6541517;567914;666582;370325
198;377183;6542873;567679;666714;370179
199;377176;6550869;567680;666284;370395
200;377064;6544680;567534;666302;370180
